system,record,class_id,class_map_code,class_name,hp_id,stratum_id,block_id,char_id,ref,attribute,min,max,value,evidence,framing_ref,confidence,status,note
L8,legend,,,,,,,,,legend_name,,,BD LCCS Legend-VER5,,,,,
L8,legend,,,,,,,,,legend_description,,,Bangladesh National Land Cover Legend,,,,,
L8,legend,,,,,,,,,legend_author,,,CEGIS with the technical support from FAO,,,,,
L8,class,151,FH,Hill Forest,,,,,,class_name,,,Hill Forest,,,,,
L8,class,151,FH,Hill Forest,,,,,,class_description,,,Describe the land cover class,,,,,
L8,class,151,FH,Hill Forest,,,,,,class_map_code,,,FH,,,,,
L8,class,151,FH,Hill Forest,,,,,,uuid,,,344cdf13-ec75-11e5-b6f5-780cb82883be,,,,,
L8,class_char,151,FH,Hill Forest,,,,1,LC_GeographicalAspects,name,,,Geographical Aspects,,,,,
L8,class_char,151,FH,Hill Forest,,,,1,LC_GeographicalAspects,description,,,Describe the geographical aspects,,,,,
L8,class_char,151,FH,Hill Forest,,,,1,LC_GeographicalAspects,type,,,Located in Mountainous Tracts,,,,,
L8,class_char,151,FH,Hill Forest,,,,2,LC_TopographicalAspects,name,,,Topographical Aspects,,,,,
L8,class_char,151,FH,Hill Forest,,,,2,LC_TopographicalAspects,description,,,Describe the topographical aspects,,,,,
L8,class_char,151,FH,Hill Forest,,,,2,LC_TopographicalAspects,altitude,200.0,1100.0,,,,,,
L8,class_char,151,FH,Hill Forest,,,,3,LC_UnconsolidatedSurfaceCharacteristics,name,,,Unconsolidated Surface Characteristics,,,,,
L8,class_char,151,FH,Hill Forest,,,,3,LC_UnconsolidatedSurfaceCharacteristics,description,,,Describe the unconsolidated surface characteristics,,,,,
L8,class_char,151,FH,Hill Forest,,,,3,LC_UnconsolidatedSurfaceCharacteristics,soil_type,,,Brown hill soil,,,,,
L8,hp,151,FH,Hill Forest,153,,,,,name,,,Horizontal Pattern 1,,,,,
L8,hp,151,FH,Hill Forest,153,,,,,description,,,Describe the horizontal pattern,,,,,
L8,stratum,151,FH,Hill Forest,153,154,,,,name,,,Stratum 1,,,,,
L8,stratum,151,FH,Hill Forest,153,154,,,,description,,,Vegetation 1,,,,,
L8,stratum,151,FH,Hill Forest,153,154,,,,presence_type,,,Mandatory,,,,,
L8,stratum,151,FH,Hill Forest,153,154,,,,@ontop,,,0,,,,,
L8,element,151,FH,Hill Forest,153,154,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L8,element,151,FH,Hill Forest,153,154,1,,LC_Tree,name,,,Trees,,,,,
L8,element,151,FH,Hill Forest,153,154,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L8,element,151,FH,Hill Forest,153,154,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L8,element,151,FH,Hill Forest,153,154,1,,LC_Tree,cover,10.0,100.0,,,,,,
L8,element,151,FH,Hill Forest,153,154,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/name,,,Woody Growth Leaf Phenology,,,,,
L8,element,151,FH,Hill Forest,153,154,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/description,,,Contains the elements of Woody Growth Leaf Phenology,,,,,
L8,element,151,FH,Hill Forest,153,154,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/elements/LC_WoodyLeafPhenology[LC_Evergreen]/name,,,Evergreen,,,,,
