system,record,class_id,class_map_code,class_name,hp_id,stratum_id,block_id,char_id,ref,attribute,min,max,value,evidence,framing_ref,confidence,status,note
L35,legend,,,,,,,,,legend_name,,,Fouta Djallon Highlands,,,,,
L35,legend,,,,,,,,,legend_description,,,Describe the legend,,,,,
L35,class,2,LT,Large to medium tree crops,,,,,,class_name,,,Large to medium tree crops,,,,,
L35,class,2,LT,Large to medium tree crops,,,,,,class_description,,,Describe the land cover class,,,,,
L35,class,2,LT,Large to medium tree crops,,,,,,class_map_code,,,LT,,,,,
L35,class,2,LT,Large to medium tree crops,,,,,,uuid,,,77495f30-390d-11ef-ae97-086ac51cbb00,,,,,
L35,hp,2,LT,Large to medium tree crops,3,,,,,name,,,Horizontal Pattern 1,,,,,
L35,hp,2,LT,Large to medium tree crops,3,,,,,description,,,Describe the horizontal pattern,,,,,
L35,stratum,2,LT,Large to medium tree crops,3,4,,,,name,,,Stratum 1,,,,,
L35,stratum,2,LT,Large to medium tree crops,3,4,,,,description,,,Vegetation 1,,,,,
L35,stratum,2,LT,Large to medium tree crops,3,4,,,,presence_type,,,Mandatory,,,,,
L35,stratum,2,LT,Large to medium tree crops,3,4,,,,@ontop,,,0,,,,,
L35,element,2,LT,Large to medium tree crops,3,4,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L35,element,2,LT,Large to medium tree crops,3,4,1,,LC_Tree,name,,,Trees,,,,,
L35,element,2,LT,Large to medium tree crops,3,4,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L35,element,2,LT,Large to medium tree crops,3,4,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L35,characteristic,2,LT,Large to medium tree crops,3,4,1,1,LC_CultivatedAndManagedVegetationCharacteristics,lccs3_type,,,LC_CultivatedAndManagedVegetation,,,,,
L35,characteristic,2,LT,Large to medium tree crops,3,4,1,1,LC_CultivatedAndManagedVegetationCharacteristics,name,,,Cultivated And Managed Vegetation,,,,,
L35,characteristic,2,LT,Large to medium tree crops,3,4,1,1,LC_CultivatedAndManagedVegetationCharacteristics,description,,,Describe the cultivated and managed vegetation,,,,,
L35,characteristic,2,LT,Large to medium tree crops,3,4,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_OrchardAndOtherPlantation]/name,,,Orchard And Other Plantation,,,,,
L35,characteristic,2,LT,Large to medium tree crops,3,4,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_OrchardAndOtherPlantation]/description,,,Describe the orchard and other plantation,,,,,
L35,characteristic,2,LT,Large to medium tree crops,3,4,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_FieldSize]/name,,,Field Size,,,,,
L35,characteristic,2,LT,Large to medium tree crops,3,4,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_FieldSize]/description,,,Describe the field size,,,,,
L35,characteristic,2,LT,Large to medium tree crops,3,4,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_FieldSize]/size,2.0,100.0,,,,,,
L35,class,9,ST,Small tree crops,,,,,,class_name,,,Small tree crops,,,,,
L35,class,9,ST,Small tree crops,,,,,,class_description,,,Describe the land cover class,,,,,
L35,class,9,ST,Small tree crops,,,,,,class_map_code,,,ST,,,,,
L35,class,9,ST,Small tree crops,,,,,,uuid,,,c973eaf0-390d-11ef-ae97-086ac51cbb00,,,,,
L35,hp,9,ST,Small tree crops,A,,,,,name,,,Horizontal Pattern 1,,,,,
L35,hp,9,ST,Small tree crops,A,,,,,description,,,Describe the horizontal pattern,,,,,
L35,stratum,9,ST,Small tree crops,A,B,,,,name,,,Stratum 1,,,,,
L35,stratum,9,ST,Small tree crops,A,B,,,,description,,,Vegetation 1,,,,,
L35,stratum,9,ST,Small tree crops,A,B,,,,presence_type,,,Mandatory,,,,,
L35,stratum,9,ST,Small tree crops,A,B,,,,@ontop,,,0,,,,,
L35,element,9,ST,Small tree crops,A,B,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L35,element,9,ST,Small tree crops,A,B,1,,LC_Tree,name,,,Trees,,,,,
L35,element,9,ST,Small tree crops,A,B,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L35,element,9,ST,Small tree crops,A,B,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L35,characteristic,9,ST,Small tree crops,A,B,1,1,LC_CultivatedAndManagedVegetationCharacteristics,lccs3_type,,,LC_CultivatedAndManagedVegetation,,,,,
L35,characteristic,9,ST,Small tree crops,A,B,1,1,LC_CultivatedAndManagedVegetationCharacteristics,name,,,Cultivated And Managed Vegetation,,,,,
L35,characteristic,9,ST,Small tree crops,A,B,1,1,LC_CultivatedAndManagedVegetationCharacteristics,description,,,Describe the cultivated and managed vegetation,,,,,
L35,characteristic,9,ST,Small tree crops,A,B,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_OrchardAndOtherPlantation]/name,,,Orchard And Other Plantation,,,,,
L35,characteristic,9,ST,Small tree crops,A,B,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_OrchardAndOtherPlantation]/description,,,Describe the orchard and other plantation,,,,,
L35,characteristic,9,ST,Small tree crops,A,B,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_FieldSize]/name,,,Field Size,,,,,
L35,characteristic,9,ST,Small tree crops,A,B,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_FieldSize]/description,,,Describe the field size,,,,,
L35,characteristic,9,ST,Small tree crops,A,B,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_FieldSize]/size,0.1,2.0,,,,,,
L35,class,11,RBT,Rainfed broadleaved evergreen tree crop(s),,,,,,class_name,,,Rainfed broadleaved evergreen tree crop(s),,,,,
L35,class,11,RBT,Rainfed broadleaved evergreen tree crop(s),,,,,,class_description,,,Dominated by coconut palm (Cocos nucifera L.),,,,,
L35,class,11,RBT,Rainfed broadleaved evergreen tree crop(s),,,,,,class_map_code,,,RBT,,,,,
L35,class,11,RBT,Rainfed broadleaved evergreen tree crop(s),,,,,,uuid,,,8e575c30-390e-11ef-ae97-086ac51cbb00,,,,,
L35,hp,11,RBT,Rainfed broadleaved evergreen tree crop(s),12,,,,,name,,,Horizontal Pattern 1,,,,,
L35,hp,11,RBT,Rainfed broadleaved evergreen tree crop(s),12,,,,,description,,,Describe the horizontal pattern,,,,,
L35,stratum,11,RBT,Rainfed broadleaved evergreen tree crop(s),12,13,,,,name,,,Stratum 1,,,,,
L35,stratum,11,RBT,Rainfed broadleaved evergreen tree crop(s),12,13,,,,description,,,Vegetation 1,,,,,
L35,stratum,11,RBT,Rainfed broadleaved evergreen tree crop(s),12,13,,,,presence_type,,,Mandatory,,,,,
