Id,Hex,Class Code,Class Name
828,,AC,Annual crops and grassland
829,,BA,Bare areas
830,,BU,Builtup
831,,CP,Coffee plantation
832,,CS,Cassava
833,,MA,Maize
834,,OP,Orchards and other plantations
835,,PR,Paddy rice
836,,SC,Sugarcane
837,,SSA,Steep slope agriculture
838,,TP,Tea plantations
839,,VGD,Dense natural vegetation
840,,VGS,Sparse natural vegetation
841,,WT,Water bodies
