system,record,class_id,class_map_code,class_name,hp_id,stratum_id,block_id,char_id,ref,attribute,min,max,value,evidence,framing_ref,confidence,status,note
L23,legend,,,,,,,,,legend_name,,,New Legend,,,,,
L23,legend,,,,,,,,,legend_description,,,Describe the legend,,,,,
L23,class,2,WDL,Woodland,,,,,,class_name,,,Woodland,,,,,
L23,class,2,WDL,Woodland,,,,,,class_description,,,Land covered with trees; Vegetation dominated by closed thicket; Relatively dense woody growth form.,,,,,
L23,class,2,WDL,Woodland,,,,,,class_map_code,,,WDL,,,,,
L23,class,2,WDL,Woodland,,,,,,uuid,,,2eb91150-fa6a-11eb-9d5e-988d46a27cb3,,,,,
L23,hp,2,WDL,Woodland,3,,,,,name,,,Horizontal Pattern 1,,,,,
L23,hp,2,WDL,Woodland,3,,,,,description,,,Describe the horizontal pattern,,,,,
L23,stratum,2,WDL,Woodland,3,4,,,,name,,,Stratum 1,,,,,
L23,stratum,2,WDL,Woodland,3,4,,,,description,,,Vegetation 1,,,,,
L23,stratum,2,WDL,Woodland,3,4,,,,presence_type,,,Mandatory,,,,,
L23,stratum,2,WDL,Woodland,3,4,,,,@ontop,,,0,,,,,
L23,element,2,WDL,Woodland,3,4,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L23,element,2,WDL,Woodland,3,4,1,,LC_Tree,name,,,Trees,,,,,
L23,element,2,WDL,Woodland,3,4,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L23,element,2,WDL,Woodland,3,4,1,,LC_Tree,cover,10.0,100.0,,,,,,
L23,element,2,WDL,Woodland,3,4,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L23,characteristic,2,WDL,Woodland,3,4,1,1,LC_VegetationArtificialityCharacteristic,lccs3_type,,,LC_NaturalOrSeminaturalVegetation,,,,,value: Natural or Seminatural
L23,characteristic,2,WDL,Woodland,3,4,1,1,LC_VegetationArtificialityCharacteristic,name,,,Natural Or Seminatural Vegetation,,,,,
L23,characteristic,2,WDL,Woodland,3,4,1,1,LC_VegetationArtificialityCharacteristic,description,,,Describe the natural or seminatural vegetation,,,,,
L23,stratum,2,WDL,Woodland,3,7,,,,name,,,Stratum 2,,,,,
L23,stratum,2,WDL,Woodland,3,7,,,,description,,,Vegetation 2,,,,,
L23,stratum,2,WDL,Woodland,3,7,,,,presence_type,,,Mandatory,,,,,
L23,stratum,2,WDL,Woodland,3,7,,,,@ontop,,,0,,,,,
L23,element,2,WDL,Woodland,3,7,1,,LC_Shrub,lccs3_type,,,LC_Shrubs,,,,,
L23,element,2,WDL,Woodland,3,7,1,,LC_Shrub,name,,,Shrubs,,,,,
L23,element,2,WDL,Woodland,3,7,1,,LC_Shrub,description,,,Describe a vegetation element of shrubs type,,,,,
L23,element,2,WDL,Woodland,3,7,1,,LC_Shrub,cover,10.0,100.0,,,,,,
L23,element,2,WDL,Woodland,3,7,1,,LC_Shrub,presence_type,,,Mandatory,,,,,
L23,characteristic,2,WDL,Woodland,3,7,1,1,LC_VegetationArtificialityCharacteristic,lccs3_type,,,LC_NaturalOrSeminaturalVegetation,,,,,value: Natural or Seminatural
L23,characteristic,2,WDL,Woodland,3,7,1,1,LC_VegetationArtificialityCharacteristic,name,,,Natural Or Seminatural Vegetation,,,,,
L23,characteristic,2,WDL,Woodland,3,7,1,1,LC_VegetationArtificialityCharacteristic,description,,,Describe the natural or seminatural vegetation,,,,,
L23,class,A,GRS,Grassland,,,,,,class_name,,,Grassland,,,,,
L23,class,A,GRS,Grassland,,,,,,class_description,,,Natural vegetation with close to very open.,,,,,
L23,class,A,GRS,Grassland,,,,,,class_map_code,,,GRS,,,,,
L23,class,A,GRS,Grassland,,,,,,uuid,,,7665f7c0-fa6f-11eb-9d5e-988d46a27cb3,,,,,
L23,hp,A,GRS,Grassland,B,,,,,name,,,Horizontal Pattern 1,,,,,
L23,hp,A,GRS,Grassland,B,,,,,description,,,Describe the horizontal pattern,,,,,
L23,stratum,A,GRS,Grassland,B,C,,,,name,,,Stratum 1,,,,,
L23,stratum,A,GRS,Grassland,B,C,,,,description,,,Vegetation 1,,,,,
L23,stratum,A,GRS,Grassland,B,C,,,,presence_type,,,Mandatory,,,,,
L23,stratum,A,GRS,Grassland,B,C,,,,@ontop,,,0,,,,,
L23,element,A,GRS,Grassland,B,C,1,,LC_HerbaceousGrowthForm,lccs3_type,,,LC_HerbaceousGrowthForms,,,,,
L23,element,A,GRS,Grassland,B,C,1,,LC_HerbaceousGrowthForm,name,,,Herbaceous growth forms,,,,,
L23,element,A,GRS,Grassland,B,C,1,,LC_HerbaceousGrowthForm,description,,,Describe a vegetation element of herbaceous growth form type,,,,,
L23,element,A,GRS,Grassland,B,C,1,,LC_HerbaceousGrowthForm,cover,20.0,100.0,,,,,,
L23,element,A,GRS,Grassland,B,C,1,,LC_HerbaceousGrowthForm,presence_type,,,Mandatory,,,,,
L23,characteristic,A,GRS,Grassland,B,C,1,1,LC_VegetationArtificialityCharacteristic,lccs3_type,,,LC_NaturalOrSeminaturalVegetation,,,,,value: Natural or Seminatural
L23,characteristic,A,GRS,Grassland,B,C,1,1,LC_VegetationArtificialityCharacteristic,name,,,Natural Or Seminatural Vegetation,,,,,
L23,characteristic,A,GRS,Grassland,B,C,1,1,LC_VegetationArtificialityCharacteristic,description,,,Describe the natural or seminatural vegetation,,,,,
L23,class,F,CRP,Cropland,,,,,,class_name,,,Cropland,,,,,
L23,class,F,CRP,Cropland,,,,,,class_description,,,Herbaceous vegetation irrigated/rainfed.,,,,,
L23,class,F,CRP,Cropland,,,,,,class_map_code,,,CRP,,,,,
