system,record,class_id,class_map_code,class_name,hp_id,stratum_id,block_id,char_id,ref,attribute,min,max,value,evidence,framing_ref,confidence,status,note
L25,legend,,,,,,,,,legend_name,,,Regional schema West Africa (Vegetated Area),,,,,
L25,legend,,,,,,,,,legend_description,,,Describe the legend,,,,,
L25,legend,,,,,,,,,legend_author,,,Antonio Di Gregorio,,,,,
L25,class,41,A,Tree dominated area,,,,,,class_name,,,Tree dominated area,,,,,
L25,class,41,A,Tree dominated area,,,,,,class_description,,,Describe the land cover class,,,,,
L25,class,41,A,Tree dominated area,,,,,,class_map_code,,,A,,,,,
L25,class,41,A,Tree dominated area,,,,,,uuid,,,54cba800-9c5c-11ec-ab6a-988d46a27cb4,,,,,
L25,hp,41,A,Tree dominated area,42,,,,,name,,,Horizontal Pattern 1,,,,,
L25,hp,41,A,Tree dominated area,42,,,,,description,,,Describe the horizontal pattern,,,,,
L25,stratum,41,A,Tree dominated area,42,43,,,,name,,,Stratum 1,,,,,
L25,stratum,41,A,Tree dominated area,42,43,,,,description,,,Vegetation 1,,,,,
L25,stratum,41,A,Tree dominated area,42,43,,,,presence_type,,,Mandatory,,,,,
L25,stratum,41,A,Tree dominated area,42,43,,,,@ontop,,,0,,,,,
L25,element,41,A,Tree dominated area,42,43,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L25,element,41,A,Tree dominated area,42,43,1,,LC_Tree,name,,,Trees,,,,,
L25,element,41,A,Tree dominated area,42,43,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L25,element,41,A,Tree dominated area,42,43,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L25,element,41,A,Tree dominated area,42,43,1,,LC_Tree,cover,20.0,100.0,,,,,,
L25,characteristic,41,A,Tree dominated area,42,43,1,1,LC_VegetationArtificialityCharacteristic,lccs3_type,,,LC_NaturalOrSeminaturalVegetation,,,,,value: Natural or Seminatural
L25,characteristic,41,A,Tree dominated area,42,43,1,1,LC_VegetationArtificialityCharacteristic,name,,,Natural Or Seminatural Vegetation,,,,,
L25,characteristic,41,A,Tree dominated area,42,43,1,1,LC_VegetationArtificialityCharacteristic,description,,,Describe the natural or seminatural vegetation,,,,,
L25,stratum,41,A,Tree dominated area,42,46,,,,name,,,Stratum 2,,,,,
L25,stratum,41,A,Tree dominated area,42,46,,,,description,,,Vegetation 2,,,,,
L25,stratum,41,A,Tree dominated area,42,46,,,,presence_type,,,Mandatory,,,,,
L25,stratum,41,A,Tree dominated area,42,46,,,,@ontop,,,0,,,,,
