system,record,class_id,class_map_code,class_name,hp_id,stratum_id,block_id,char_id,ref,attribute,min,max,value,evidence,framing_ref,confidence,status,note
L41,legend,,,,,,,,,legend_name,,,New Legend,,,,,
L41,legend,,,,,,,,,legend_description,,,Describe the legend,,,,,
L41,class,2,Ct,Closed tree formation,,,,,,class_name,,,Closed tree formation,,,,,
L41,class,2,Ct,Closed tree formation,,,,,,class_description,,,Closed Tree Dominated​,,,,,
L41,class,2,Ct,Closed tree formation,,,,,,class_map_code,,,Ct,,,,,
L41,class,2,Ct,Closed tree formation,,,,,,uuid,,,cf23a103-007f-11ef-a4b2-988d46a27cb4,,,,,
L41,hp,2,Ct,Closed tree formation,3,,,,,name,,,Horizontal Pattern 1,,,,,
L41,hp,2,Ct,Closed tree formation,3,,,,,description,,,Describe the horizontal pattern,,,,,
L41,stratum,2,Ct,Closed tree formation,3,4,,,,name,,,Stratum 1,,,,,
L41,stratum,2,Ct,Closed tree formation,3,4,,,,description,,,Vegetation 1,,,,,
L41,stratum,2,Ct,Closed tree formation,3,4,,,,presence_type,,,Mandatory,,,,,
L41,stratum,2,Ct,Closed tree formation,3,4,,,,@ontop,,,0,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,name,,,Trees,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,cover,80.0,100.0,,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/name,,,Woody Growth Leaf Phenology,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/description,,,Contains the elements of Woody Growth Leaf Phenology,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/elements/LC_WoodyLeafPhenology[LC_Deciduous]/name,,,Deciduous,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/elements/LC_WoodyLeafPhenology[LC_Deciduous]/description,,,Describe a Deciduous leaf phenology element,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/elements/LC_WoodyLeafPhenology[LC_Evergreen]/name,,,Evergreen,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/elements/LC_WoodyLeafPhenology[LC_Evergreen]/description,,,Describe an Evergreen leaf phenology element,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/name,,,Woody Growth Leaf Type,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/description,,,Contains the elements of Woody Growth Leaf Type,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/elements/LC_WoodyLeafType[LC_Needleleaved]/name,,,Needleleaved,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/elements/LC_WoodyLeafType[LC_Needleleaved]/description,,,Describe a Needleleaved type element,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/elements/LC_WoodyLeafType[LC_Broadleaved]/name,,,Broadleaved,,,,,
L41,element,2,Ct,Closed tree formation,3,4,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/elements/LC_WoodyLeafType[LC_Broadleaved]/description,,,Describe a Broadleaved type element,,,,,
