system,record,class_id,class_map_code,class_name,hp_id,stratum_id,block_id,char_id,ref,attribute,min,max,value,evidence,framing_ref,confidence,status,note
L13,legend,,,,,,,,,legend_name,,,Cuba_Legend,,,,,
L13,legend,,,,,,,,,legend_description,,,Describe the legend,,,,,
L13,class,3,AGt,Cultivated and Managed Terrestrial Area(s),,,,,,class_name,,,Cultivated and Managed Terrestrial Area(s),,,,,
L13,class,3,AGt,Cultivated and Managed Terrestrial Area(s),,,,,,class_description,,,Cultivated and Managed Terrestrial Area(s),,,,,
L13,class,3,AGt,Cultivated and Managed Terrestrial Area(s),,,,,,class_map_code,,,AGt,,,,,
L13,class,3,AGt,Cultivated and Managed Terrestrial Area(s),,,,,,uuid,,,9af4eac0-57fc-11ec-a631-988d46a27cb7,,,,,
L13,hp,3,AGt,Cultivated and Managed Terrestrial Area(s),4,,,,,name,,,Horizontal Pattern 1,,,,,
L13,hp,3,AGt,Cultivated and Managed Terrestrial Area(s),4,,,,,description,,,Describe the horizontal pattern,,,,,
L13,stratum,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,,,,name,,,Stratum 1,,,,,
L13,stratum,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,,,,description,,,Vegetation 1,,,,,
L13,stratum,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,,,,presence_type,,,Mandatory,,,,,
L13,stratum,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,,,,@ontop,,,0,,,,,
L13,element,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,1,,LC_HerbaceousGrowthForm,lccs3_type,,,LC_HerbaceousGrowthForms,,,,,
L13,element,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,1,,LC_HerbaceousGrowthForm,name,,,Herbaceous growth forms,,,,,
L13,element,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,1,,LC_HerbaceousGrowthForm,description,,,Describe a vegetation element of herbaceous growth form type,,,,,
L13,element,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,1,,LC_HerbaceousGrowthForm,presence_type,,,Mandatory,,,,,
L13,characteristic,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,1,1,LC_CultivatedAndManagedVegetationCharacteristics,lccs3_type,,,LC_CultivatedAndManagedVegetation,,,,,
L13,characteristic,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,1,1,LC_CultivatedAndManagedVegetationCharacteristics,name,,,Cultivated And Managed Vegetation,,,,,
L13,characteristic,3,AGt,Cultivated and Managed Terrestrial Area(s),4,5,1,1,LC_CultivatedAndManagedVegetationCharacteristics,description,,,Describe the cultivated and managed vegetation,,,,,
L13,class,8,TP,Tree Plantation,,,,,,class_name,,,Tree Plantation,,,,,
L13,class,8,TP,Tree Plantation,,,,,,class_description,,,Describe the land cover class,,,,,
L13,class,8,TP,Tree Plantation,,,,,,class_map_code,,,TP,,,,,
L13,class,8,TP,Tree Plantation,,,,,,uuid,,,44d9f580-57fd-11ec-a631-988d46a27cb7,,,,,
L13,hp,8,TP,Tree Plantation,9,,,,,name,,,Horizontal Pattern 1,,,,,
L13,hp,8,TP,Tree Plantation,9,,,,,description,,,Describe the horizontal pattern,,,,,
L13,stratum,8,TP,Tree Plantation,9,A,,,,name,,,Stratum 1,,,,,
L13,stratum,8,TP,Tree Plantation,9,A,,,,description,,,Vegetation 1,,,,,
L13,stratum,8,TP,Tree Plantation,9,A,,,,presence_type,,,Mandatory,,,,,
L13,stratum,8,TP,Tree Plantation,9,A,,,,@ontop,,,0,,,,,
L13,element,8,TP,Tree Plantation,9,A,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L13,element,8,TP,Tree Plantation,9,A,1,,LC_Tree,name,,,Trees,,,,,
L13,element,8,TP,Tree Plantation,9,A,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L13,element,8,TP,Tree Plantation,9,A,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L13,characteristic,8,TP,Tree Plantation,9,A,1,1,LC_CultivatedAndManagedVegetationCharacteristics,lccs3_type,,,LC_CultivatedAndManagedVegetation,,,,,
L13,characteristic,8,TP,Tree Plantation,9,A,1,1,LC_CultivatedAndManagedVegetationCharacteristics,name,,,Cultivated And Managed Vegetation,,,,,
L13,characteristic,8,TP,Tree Plantation,9,A,1,1,LC_CultivatedAndManagedVegetationCharacteristics,description,,,Describe the cultivated and managed vegetation,,,,,
L13,characteristic,8,TP,Tree Plantation,9,A,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_Plantation]/name,,,Plantation,,,,,
L13,characteristic,8,TP,Tree Plantation,9,A,1,1,LC_CultivatedAndManagedVegetationCharacteristics,elements/LC_Characteristic[LC_Plantation]/description,,,Describe the plantation,,,,,
L13,class,E,TSt,Sparse Trees (terrestrial),,,,,,class_name,,,Sparse Trees (terrestrial),,,,,
L13,class,E,TSt,Sparse Trees (terrestrial),,,,,,class_description,,,Describe the land cover class,,,,,
L13,class,E,TSt,Sparse Trees (terrestrial),,,,,,class_map_code,,,TSt,,,,,
L13,class,E,TSt,Sparse Trees (terrestrial),,,,,,uuid,,,c0408900-57fd-11ec-a631-988d46a27cb7,,,,,
L13,hp,E,TSt,Sparse Trees (terrestrial),F,,,,,name,,,Horizontal Pattern 1,,,,,
L13,hp,E,TSt,Sparse Trees (terrestrial),F,,,,,description,,,Describe the horizontal pattern,,,,,
L13,stratum,E,TSt,Sparse Trees (terrestrial),F,10,,,,name,,,Stratum 1,,,,,
L13,stratum,E,TSt,Sparse Trees (terrestrial),F,10,,,,description,,,Vegetation 1,,,,,
L13,stratum,E,TSt,Sparse Trees (terrestrial),F,10,,,,presence_type,,,Mandatory,,,,,
L13,stratum,E,TSt,Sparse Trees (terrestrial),F,10,,,,@ontop,,,0,,,,,
L13,element,E,TSt,Sparse Trees (terrestrial),F,10,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L13,element,E,TSt,Sparse Trees (terrestrial),F,10,1,,LC_Tree,name,,,Trees,,,,,
L13,element,E,TSt,Sparse Trees (terrestrial),F,10,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L13,element,E,TSt,Sparse Trees (terrestrial),F,10,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L13,element,E,TSt,Sparse Trees (terrestrial),F,10,1,,LC_Tree,cover,1.0,15.0,,,,,,
L13,characteristic,E,TSt,Sparse Trees (terrestrial),F,10,1,1,LC_VegetationArtificialityCharacteristic,lccs3_type,,,LC_NaturalOrSeminaturalVegetation,,,,,value: Natural or Seminatural
L13,characteristic,E,TSt,Sparse Trees (terrestrial),F,10,1,1,LC_VegetationArtificialityCharacteristic,name,,,Natural Or Seminatural Vegetation,,,,,
L13,characteristic,E,TSt,Sparse Trees (terrestrial),F,10,1,1,LC_VegetationArtificialityCharacteristic,description,,,Describe the natural or seminatural vegetation,,,,,
L13,class,13,SSt,Sparse Shrubs (terrestrial),,,,,,class_name,,,Sparse Shrubs (terrestrial),,,,,
L13,class,13,SSt,Sparse Shrubs (terrestrial),,,,,,class_description,,,Describe the land cover class,,,,,
L13,class,13,SSt,Sparse Shrubs (terrestrial),,,,,,class_map_code,,,SSt,,,,,
L13,class,13,SSt,Sparse Shrubs (terrestrial),,,,,,uuid,,,15c34070-57fe-11ec-a631-988d46a27cb7,,,,,
L13,hp,13,SSt,Sparse Shrubs (terrestrial),14,,,,,name,,,Horizontal Pattern 1,,,,,
L13,hp,13,SSt,Sparse Shrubs (terrestrial),14,,,,,description,,,Describe the horizontal pattern,,,,,
L13,stratum,13,SSt,Sparse Shrubs (terrestrial),14,15,,,,name,,,Stratum 1,,,,,
