system,record,class_id,class_map_code,class_name,hp_id,stratum_id,block_id,char_id,ref,attribute,min,max,value,evidence,framing_ref,confidence,status,note
L21,legend,,,,,,,,,legend_name,,,Cambodia Land Cover/Use Base Line Legend for Redd,,,,,
L21,legend,,,,,,,,,legend_description,,,Camboida land cover legend for the baseline map 2013-2014,,,,,
L21,legend,,,,,,,,,legend_author,,,"FAO, FA (CAMBODIA)",,,,,
L21,class,2,E,Evergreen Forest,,,,,,class_name,,,Evergreen Forest,,,,,
L21,class,2,E,Evergreen Forest,,,,,,class_description,,,ipcc Forest Land,,,,,
L21,class,2,E,Evergreen Forest,,,,,,class_map_code,,,E,,,,,
L21,class,2,E,Evergreen Forest,,,,,,uuid,,,491a5954-1863-11e4-852a-18037338e6a5,,,,,
L21,hp,2,E,Evergreen Forest,3,,,,,name,,,Horizontal Pattern 1,,,,,
L21,hp,2,E,Evergreen Forest,3,,,,,description,,,Describe the horizontal pattern,,,,,
L21,stratum,2,E,Evergreen Forest,3,4,,,,name,,,Stratum 1,,,,,
L21,stratum,2,E,Evergreen Forest,3,4,,,,description,,,Vegetation 1,,,,,
L21,stratum,2,E,Evergreen Forest,3,4,,,,presence_type,,,Optional,,,,,
L21,stratum,2,E,Evergreen Forest,3,4,,,,@ontop,,,0,,,,,
L21,element,2,E,Evergreen Forest,3,4,1,,LC_HerbaceousGrowthForm,lccs3_type,,,LC_HerbaceousGrowthForms,,,,,
L21,element,2,E,Evergreen Forest,3,4,1,,LC_HerbaceousGrowthForm,name,,,Herbaceous growth forms,,,,,
L21,element,2,E,Evergreen Forest,3,4,1,,LC_HerbaceousGrowthForm,description,,,Describe a vegetation element of herbaceous growth form type,,,,,
L21,element,2,E,Evergreen Forest,3,4,1,,LC_HerbaceousGrowthForm,presence_type,,,Mandatory,,,,,
L21,element,2,E,Evergreen Forest,3,4,1,,LC_HerbaceousGrowthForm,cover,0.0,5.0,,,,,,
L21,characteristic,2,E,Evergreen Forest,3,4,1,1,LC_VegetationArtificialityCharacteristic,lccs3_type,,,LC_NaturalOrSeminaturalVegetation,,,,,value: Natural or Seminatural
L21,characteristic,2,E,Evergreen Forest,3,4,1,1,LC_VegetationArtificialityCharacteristic,name,,,Natural Or Seminatural Vegetation,,,,,
L21,characteristic,2,E,Evergreen Forest,3,4,1,1,LC_VegetationArtificialityCharacteristic,description,,,Describe the natural or seminatural vegetation,,,,,
L21,stratum,2,E,Evergreen Forest,3,7,,,,name,,,Stratum 2,,,,,
L21,stratum,2,E,Evergreen Forest,3,7,,,,description,,,Vegetation 2,,,,,
L21,stratum,2,E,Evergreen Forest,3,7,,,,presence_type,,,Optional,,,,,
L21,stratum,2,E,Evergreen Forest,3,7,,,,@ontop,,,0,,,,,
L21,element,2,E,Evergreen Forest,3,7,1,,LC_Shrub,lccs3_type,,,LC_Shrubs,,,,,
L21,element,2,E,Evergreen Forest,3,7,1,,LC_Shrub,name,,,Shrubs,,,,,
L21,element,2,E,Evergreen Forest,3,7,1,,LC_Shrub,description,,,Describe a vegetation element of shrubs type,,,,,
L21,element,2,E,Evergreen Forest,3,7,1,,LC_Shrub,presence_type,,,Mandatory,,,,,
L21,element,2,E,Evergreen Forest,3,7,1,,LC_Shrub,cover,0.0,30.0,,,,,,
L21,characteristic,2,E,Evergreen Forest,3,7,1,1,LC_VegetationArtificialityCharacteristic,lccs3_type,,,LC_NaturalOrSeminaturalVegetation,,,,,value: Natural or Seminatural
L21,characteristic,2,E,Evergreen Forest,3,7,1,1,LC_VegetationArtificialityCharacteristic,name,,,Natural Or Seminatural Vegetation,,,,,
L21,characteristic,2,E,Evergreen Forest,3,7,1,1,LC_VegetationArtificialityCharacteristic,description,,,Describe the natural or seminatural vegetation,,,,,
L21,stratum,2,E,Evergreen Forest,3,A,,,,name,,,Stratum 3,,,,,
L21,stratum,2,E,Evergreen Forest,3,A,,,,description,,,Vegetation 3,,,,,
L21,stratum,2,E,Evergreen Forest,3,A,,,,presence_type,,,Mandatory,,,,,
L21,stratum,2,E,Evergreen Forest,3,A,,,,@ontop,,,0,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,lccs3_type,,,LC_Trees,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,name,,,Trees,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,description,,,Describe a vegetation element of trees type,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,presence_type,,,Mandatory,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,cover,10.0,100.0,,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/name,,,Woody Growth Leaf Phenology,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/description,,,Contains the elements of Woody Growth Leaf Phenology,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/elements/LC_WoodyLeafPhenology[LC_Evergreen]/name,,,Evergreen,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/elements/LC_WoodyLeafPhenology[LC_Evergreen]/description,,,Describe an Evergreen leaf phenology element,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafPhenology[LC_WoodyGrowthLeafPhenology]/elements/LC_WoodyLeafPhenology[LC_Evergreen]/percentage,100.0,100.0,,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/name,,,Woody Growth Leaf Type,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/description,,,Contains the elements of Woody Growth Leaf Type,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/elements/LC_WoodyLeafType[LC_Broadleaved]/name,,,Broadleaved,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,LC_WoodyGrowthLeafType[LC_WoodyGrowthLeafType]/elements/LC_WoodyLeafType[LC_Broadleaved]/description,,,Describe a Broadleaved type element,,,,,
L21,element,2,E,Evergreen Forest,3,A,1,,LC_Tree,height,10.0,40.0,,,,,,
L21,characteristic,2,E,Evergreen Forest,3,A,1,1,LC_VegetationArtificialityCharacteristic,lccs3_type,,,LC_NaturalOrSeminaturalVegetation,,,,,value: Natural or Seminatural
